YMD,STN_ID,LAT,LON,ALTD,TA_DAVG,TMX_DD,TMX_OCUR_TMA,TMN_DD,TMN_OCUR_TMA,MRNG_TMN,MRNG_TMN_OCUR_TMA,DYTM_TMX,DYTM_TMX_OCUR_TMA,NGHT_TMN,NGHT_TMN_OCUR_TMA
20250521,417,37.46551,126.90016,45.0,25.6,31.5,1441,22.4,2352,22.9,0511,31.5,1441,19.3,0608
20250521,418,37.52489,126.93904,10.7,25.1,30.4,1329,21.1,0433,21.1,0433,30.4,1329,19.3,0638
20250521,419,37.55236,126.98736,267.1,24.1,30.1,1455,19.9,2356,21.3,0559,30.1,1455,17.2,0721
20250521,421,37.54721,127.03885,34.7,25.4,31.4,1528,22.1,2358,22.5,0536,31.4,1528,19.1,0653
20250521,423,37.49328,126.82629,56.1,25.3,30.7,1452,21.5,0000,22.1,0531,30.7,1452,19.3,0637
20250521,424,37.63801,127.00981,69.8,25.1,30.5,1513,21.7,0000,22.0,0403,30.5,1513,18.7,0616
20250521,425,37.46347,126.98154,113.0,24.2,29.6,1423,19.8,0411,19.8,0411,29.6,1423,18.3,0801
20250522,108,37.57142,126.96580,85.7,23.9,28.5,1536,20.0,0734,20.0,0734,28.5,1536,18.3,0553
20250522,400,37.49820,127.08162,12.7,23.9,29.2,1418,19.3,0730,19.3,0730,29.2,1418,18.9,0537
20250522,401,37.48462,127.02601,33.0,23.5,28.7,1517,19.1,0725,19.1,0725,28.7,1517,18.4,0439
20250522,402,37.55556,127.14498,55.3,23.2,28.0,1607,18.4,0642,18.4,0642,28.0,1607,17.2,0519
20250522,403,37.47426,127.12538,54.0,23.5,28.2,1616,19.0,0722,19.0,0722,28.2,1616,18.7,0513
20250522,404,37.57390,126.82953,9.3,23.8,29.8,1653,18.9,0604,18.9,0604,29.8,1653,19.2,0621
20250522,405,37.52823,126.87937,22.8,23.5,29.2,1554,19.0,0632,19.0,0632,29.2,1554,18.9,0628
20250522,406,37.66557,127.03042,56.6,22.9,27.4,1658,19.8,0655,19.8,0655,27.4,1658,17.3,0650
20250522,407,37.62186,127.09192,25.3,22.6,28.3,1534,18.1,0000,18.3,0628,28.3,1534,17.0,0349
20250522,408,37.58463,127.06036,54.0,23.8,28.4,1621,19.0,0645,19.0,0645,28.4,1621,18.3,0515
20250522,409,37.58551,127.08682,39.1,23.7,28.5,1606,18.9,0633,18.9,0633,28.5,1606,18.3,0437
20250522,410,37.49330,126.91746,41.8,22.8,28.7,1605,18.8,0648,18.8,0648,28.7,1605,17.8,0642
20250522,411,37.55165,126.92915,100.7,22.7,27.4,1456,18.4,0634,18.4,0634,27.4,1456,17.5,0553
20250522,412,37.57047,126.94078,103.1,22.7,27.8,1519,18.5,0720,18.5,0720,27.8,1519,17.5,0533
20250522,413,37.53344,127.08601,29.9,24.3,29.1,1532,19.3,0705,19.3,0705,29.1,1532,17.8,0539
20250522,414,37.61134,126.99981,128.6,22.5,27.9,1427,18.2,0706,18.2,0706,27.9,1427,17.3,0516
20250522,415,37.51955,126.97629,31.7,24.3,29.9,1549,19.8,0739,19.8,0739,29.9,1549,18.9,0616
20250522,416,37.64647,126.94273,55.0,22.6,28.7,1517,18.1,0718,18.1,0718,28.7,1517,17.7,0631
20250522,417,37.46551,126.90016,45.0,23.4,30.3,1620,19.3,0608,19.3,0608,30.3,1620,18.9,0511
20250522,418,37.52489,126.93904,10.7,23.5,28.4,1644,19.3,0638,19.3,0638,28.4,1644,19.1,0620
20250522,419,37.55236,126.98736,267.1,21.8,28.0,1615,17.2,0721,17.2,0721,28.0,1615,16.4,0530
20250522,421,37.54721,127.03885,34.7,23.6,28.3,1600,19.1,0653,19.1,0653,28.3,1600,18.5,0532
20250522,423,37.49328,126.82629,56.1,23.3,29.8,1538,19.3,0637,19.3,0637,29.8,1538,19.3,0516
20250522,424,37.63801,127.00981,69.8,22.3,29.2,1434,18.6,2353,18.7,0616,29.2,1434,16.4,0506
20250522,425,37.46347,126.98154,113.0,22.1,28.2,1537,18.3,0801,18.3,0801,28.2,1537,16.4,0457
20250523,108,37.57142,126.96580,85.7,19.4,22.2,0001,15.4,2343,18.3,0553,21.9,1420,13.0,0537
20250523,400,37.49820,127.08162,12.7,19.5,22.6,1426,14.8,2236,18.9,0537,22.6,1426,13.1,0401
20250523,401,37.48462,127.02601,33.0,19.1,21.9,1422,14.6,2243,18.4,0439,21.9,1422,12.7,0456
20250523,402,37.55556,127.14498,55.3,18.6,21.4,1436,14.3,2246,17.2,0519,21.4,1436,12.5,0546
20250523,403,37.47426,127.12538,54.0,19.5,21.5,1518,15.4,2313,18.7,0513,21.5,1518,13.4,0331
20250523,404,37.57390,126.82953,9.3,19.9,23.0,0001,15.7,2359,19.2,0621,23.0,1411,13.7,0518
20250523,405,37.52823,126.87937,22.8,19.7,22.6,1418,15.5,2347,18.9,0628,22.6,1418,13.4,0444
20250523,406,37.66557,127.03042,56.6,18.8,20.9,1501,14.8,2349,17.3,0650,20.9,1501,12.9,0559
20250523,407,37.62186,127.09192,25.3,18.8,21.6,1418,14.2,2341,17.0,0349,21.6,1418,12.6,0507
20250523,408,37.58463,127.06036,54.0,19.3,21.8,0001,14.9,2351,18.3,0515,21.5,1305,13.1,0503
20250523,409,37.58551,127.08682,39.1,19.0,21.7,1605,14.7,2348,18.3,0437,21.7,1605,13.0,0503
20250523,410,37.49330,126.91746,41.8,18.8,21.6,0001,14.4,2351,17.8,0642,21.1,1608,12.2,0528
20250523,411,37.55165,126.92915,100.7,18.4,21.2,0001,14.1,2318,17.5,0553,21.1,1407,12.1,0520
20250523,412,37.57047,126.94078,103.1,18.2,21.0,0001,13.7,2317,17.5,0533,21.0,1410,11.9,0443
20250523,413,37.53344,127.08601,29.9,19.3,22.5,1418,14.8,2236,17.8,0539,22.5,1418,13.1,0507
20250523,414,37.61134,126.99981,128.6,18.5,21.0,1413,13.9,0000,17.3,0516,21.0,1413,12.1,0503
20250523,415,37.51955,126.97629,31.7,20.0,22.7,1417,15.1,2356,18.9,0616,22.7,1417,13.5,0453
20250523,416,37.64647,126.94273,55.0,18.7,21.7,0028,14.8,2153,17.7,0631,21.1,1410,12.4,0310
20250523,417,37.46551,126.90016,45.0,19.7,22.4,0002,15.3,2347,18.9,0511,22.3,1416,13.4,0219
20250523,418,37.52489,126.93904,10.7,19.8,22.0,0001,15.7,2342,19.1,0620,21.7,1709,14.0,0434
20250523,419,37.55236,126.98736,267.1,17.1,19.8,0001,12.8,2355,16.4,0530,19.7,1305,10.7,0503
20250523,421,37.54721,127.03885,34.7,19.3,22.2,1412,14.9,2346,18.5,0532,22.2,1412,13.2,0452
20250523,423,37.49328,126.82629,56.1,20.0,22.5,1414,15.9,2348,19.3,0516,22.5,1414,13.7,0230
20250523,424,37.63801,127.00981,69.8,18.4,21.9,1413,13.6,2314,16.4,0506,21.9,1413,12.1,0540
20250523,425,37.46347,126.98154,113.0,17.5,20.8,1420,13.3,2244,16.4,0457,20.8,1420,11.6,0559
20250524,108,37.57142,126.96580,85.7,15.6,19.3,1708,13.0,0537,13.0,0537,19.3,1708,11.7,0504
20250524,400,37.49820,127.08162,12.7,15.5,18.9,1442,13.1,0401,13.1,0401,18.9,1442,11.0,0406
20250524,401,37.48462,127.02601,33.0,15.1,17.8,1419,12.7,0456,12.7,0456,17.8,1419,9.9,0418
20250524,402,37.55556,127.14498,55.3,14.7,17.3,1450,12.5,0546,12.5,0546,17.3,1450,11.0,0500
20250524,403,37.47426,127.12538,54.0,15.1,18.2,1612,13.4,0331,13.4,0331,18.2,1612,10.4,0432
20250524,404,37.57390,126.82953,9.3,16.1,19.4,1547,13.7,0518,13.7,0518,19.4,1547,10.7,0445
20250524,405,37.52823,126.87937,22.8,16.2,19.1,1454,13.4,0444,13.4,0444,19.1,1454,12.7,0507
20250524,406,37.66557,127.03042,56.6,14.9,17.8,1605,12.7,2358,12.9,0559,17.8,1605,10.0,0519
20250524,407,37.62186,127.09192,25.3,15.0,18.8,1345,11.0,2354,12.6,0507,18.8,1345,7.9,0434
20250524,408,37.58463,127.06036,54.0,15.5,18.3,1337,13.1,0503,13.1,0503,18.3,1337,11.9,0512
20250524,409,37.58551,127.08682,39.1,15.3,18.3,1615,13.0,0503,13.0,0503,18.3,1615,12.3,0444
20250524,410,37.49330,126.91746,41.8,14.6,17.9,1714,12.2,0528,12.2,0528,17.9,1714,11.3,0513
20250524,411,37.55165,126.92915,100.7,14.7,18.4,1654,12.1,0520,12.1,0520,18.4,1654,11.6,0453
20250524,412,37.57047,126.94078,103.1,14.3,18.1,1546,11.8,0000,11.9,0443,18.1,1546,9.8,0433
20250524,413,37.53344,127.08601,29.9,15.5,18.6,1618,13.1,0507,13.1,0507,18.6,1618,11.8,0454
20250524,414,37.61134,126.99981,128.6,14.5,17.4,1417,12.1,0503,12.1,0503,17.4,1417,10.8,0515
20250524,415,37.51955,126.97629,31.7,15.9,19.1,1638,13.5,0453,13.5,0453,19.1,1638,11.9,0506
20250524,416,37.64647,126.94273,55.0,14.9,18.5,1518,10.5,2359,12.4,0310,18.5,1518,7.5,0448
20250524,417,37.46551,126.90016,45.0,15.7,18.7,1617,13.4,0219,13.4,0327,18.7,1617,12.4,0534
20250524,418,37.52489,126.93904,10.7,16.0,18.0,1519,14.0,0434,14.0,0434,18.0,1519,12.4,0437
20250524,419,37.55236,126.98736,267.1,13.3,16.3,1706,10.7,0503,10.7,0503,16.3,1706,11.5,0451
20250524,421,37.54721,127.03885,34.7,15.6,18.1,1447,13.2,0452,13.2,0452,18.1,1447,12.4,0424
20250524,423,37.49328,126.82629,56.1,16.3,19.6,1456,13.7,0230,13.8,0312,19.6,1456,11.5,0456
20250524,424,37.63801,127.00981,69.8,14.8,18.3,1434,11.8,2358,12.1,0540,18.3,1434,9.4,0452
20250524,425,37.46347,126.98154,113.0,13.8,18.1,1338,11.4,2337,11.6,0559,18.1,1338,9.8,0452
20250525,108,37.57142,126.96580,85.7,17.4,22.6,1607,11.7,0504,11.7,0504,22.6,1607,13.0,0544
20250525,400,37.49820,127.08162,12.7,17.7,23.6,1402,11.0,0406,11.0,0406,23.6,1402,12.7,0348
20250525,401,37.48462,127.02601,33.0,17.1,23.1,1210,9.9,0418,9.9,0418,23.1,1210,11.3,0515
20250525,402,37.55556,127.14498,55.3,17.4,23.1,1310,11.0,0500,11.0,0500,23.1,1310,12.6,0505
20250525,403,37.47426,127.12538,54.0,17.3,22.8,1353,10.4,0432,10.4,0432,22.8,1353,12.8,0535
20250525,404,37.57390,126.82953,9.3,17.5,23.4,1523,10.7,0445,10.7,0445,23.4,1523,12.4,0539
20250525,405,37.52823,126.87937,22.8,17.9,22.9,1631,12.7,0507,12.7,0507,22.9,1631,14.4,0459
20250525,406,37.66557,127.03042,56.6,16.5,22.2,1530,10.0,0519,10.0,0519,22.2,1530,11.8,0531
20250525,407,37.62186,127.09192,25.3,16.6,24.6,1344,7.9,0434,7.9,0434,24.6,1344,9.8,0514
20250525,408,37.58463,127.06036,54.0,18.1,23.6,1545,11.9,0512,11.9,0512,23.6,1545,14.1,0515
20250525,409,37.58551,127.08682,39.1,17.8,23.1,1231,12.3,0444,12.3,0444,23.1,1231,13.7,0530
20250525,410,37.49330,126.91746,41.8,16.8,22.2,1622,11.3,0513,11.3,0513,22.2,1622,12.6,0526
20250525,411,37.55165,126.92915,100.7,17.0,21.7,1249,11.6,0453,11.6,0453,21.7,1249,13.9,0507
20250525,412,37.57047,126.94078,103.1,16.3,22.6,1317,9.8,0433,9.8,0433,22.6,1317,12.1,0350
20250525,413,37.53344,127.08601,29.9,18.1,23.6,1557,11.8,0454,11.8,0454,23.6,1557,13.6,0509
20250525,414,37.61134,126.99981,128.6,16.6,21.8,1345,10.8,0515,10.8,0515,21.8,1345,12.2,0507
20250525,415,37.51955,126.97629,31.7,18.0,23.8,1707,11.9,0506,11.9,0506,23.8,1707,13.6,0518
20250525,416,37.64647,126.94273,55.0,15.1,22.2,1422,7.5,0448,7.5,0448,22.2,1422,8.9,0502
20250525,417,37.46551,126.90016,45.0,17.3,22.3,1513,12.4,0534,12.4,0534,22.3,1513,13.7,0535
20250525,418,37.52489,126.93904,10.7,17.8,23.0,1706,12.4,0437,12.4,0437,23.0,1706,14.6,0433
20250525,419,37.55236,126.98736,267.1,16.6,22.9,1647,11.5,0451,11.5,0451,22.9,1647,13.0,0545
20250525,421,37.54721,127.03885,34.7,17.7,23.2,1531,12.4,0424,12.4,0424,23.2,1531,14.1,0437
20250525,423,37.49328,126.82629,56.1,17.7,22.7,1215,11.5,0456,11.5,0456,22.7,1215,12.6,0512
20250525,424,37.63801,127.00981,69.8,16.5,22.8,1709,9.4,0452,9.4,0452,22.8,1709,11.0,0458
20250525,425,37.46347,126.98154,113.0,15.5,22.1,1425,9.8,0452,9.8,0452,22.1,1425,10.8,0332
20250526,108,37.57142,126.96580,85.7,19.7,26.2,1505,13.0,0544,13.0,0544,26.2,1505,14.7,0539
20250526,400,37.49820,127.08162,12.7,20.2,27.1,1530,12.7,0348,12.7,0348,27.1,1530,14.0,0537
20250526,401,37.48462,127.02601,33.0,19.1,26.8,1349,11.3,0515,11.3,0515,26.8,1349,13.0,0445
20250526,402,37.55556,127.14498,55.3,19.5,26.3,1506,12.6,0505,12.6,0505,26.3,1506,14.0,0508
20250526,403,37.47426,127.12538,54.0,19.6,26.3,1449,12.8,0535,12.8,0535,26.3,1449,14.5,0355
20250526,404,37.57390,126.82953,9.3,19.3,27.0,1501,12.4,0539,12.4,0539,27.0,1501,13.6,0520
20250526,405,37.52823,126.87937,22.8,20.0,26.7,1443,14.4,0459,14.4,0459,26.7,1443,15.7,0444
20250526,406,37.66557,127.03042,56.6,18.5,25.3,1716,11.8,0531,11.8,0531,25.3,1716,13.4,0508
20250526,407,37.62186,127.09192,25.3,18.2,27.3,1516,9.8,0514,9.8,0514,27.3,1516,11.0,0515
20250526,408,37.58463,127.06036,54.0,20.3,26.6,1535,14.1,0515,14.1,0515,26.6,1535,15.2,0545
20250526,409,37.58551,127.08682,39.1,20.6,26.7,1547,13.7,0530,13.7,0530,26.7,1547,15.9,0525
20250526,410,37.49330,126.91746,41.8,19.1,25.9,1600,12.6,0526,12.6,0526,25.9,1600,14.0,0543
20250526,411,37.55165,126.92915,100.7,19.4,25.4,1436,13.9,0507,13.9,0507,25.4,1436,15.6,0513
20250526,412,37.57047,126.94078,103.1,18.7,25.7,1551,12.1,0350,12.1,0350,25.7,1551,13.3,0410
20250526,413,37.53344,127.08601,29.9,20.5,27.4,1520,13.6,0509,13.6,0509,27.4,1520,15.5,0551
20250526,414,37.61134,126.99981,128.6,18.9,25.6,1525,12.2,0507,12.2,0507,25.6,1525,13.8,0512
20250526,415,37.51955,126.97629,31.7,20.1,26.6,1528,13.6,0518,13.6,0518,26.6,1528,15.1,0557
20250526,416,37.64647,126.94273,55.0,16.9,25.7,1353,8.9,0502,8.9,0502,25.7,1353,9.6,0510
20250526,417,37.46551,126.90016,45.0,19.9,26.6,1521,13.7,0535,13.7,0535,26.6,1521,15.3,0529
20250526,418,37.52489,126.93904,10.7,20.0,25.9,1455,14.6,0433,14.6,0433,25.9,1455,15.9,0522
20250526,419,37.55236,126.98736,267.1,18.5,25.8,1600,13.0,0545,13.0,0545,25.8,1600,14.8,0516
20250526,421,37.54721,127.03885,34.7,20.1,26.6,1447,14.1,0437,14.1,0437,26.6,1447,15.4,0550
20250526,423,37.49328,126.82629,56.1,19.6,26.5,1546,12.6,0512,12.6,0512,26.5,1546,14.0,0525
20250526,424,37.63801,127.00981,69.8,18.4,26.4,1440,11.0,0458,11.0,0458,26.4,1440,12.5,0502
20250526,425,37.46347,126.98154,113.0,17.8,26.3,1331,10.8,0332,10.8,0332,26.3,1331,11.5,0537
20250527,108,37.57142,126.96580,85.7,20.8,27.0,1427,14.7,0539,14.7,0539,27.0,1427,16.3,0529
20250527,400,37.49820,127.08162,12.7,21.1,27.7,1407,14.0,0537,14.0,0537,27.7,1407,16.2,0429
20250527,401,37.48462,127.02601,33.0,20.4,27.2,1413,13.0,0445,13.0,0445,27.2,1413,14.9,0358
20250527,402,37.55556,127.14498,55.3,20.9,27.2,1557,14.0,0508,14.0,0508,27.2,1557,16.2,0512
20250527,403,37.47426,127.12538,54.0,21.1,27.1,1555,14.5,0355,14.5,0355,27.1,1555,16.2,0437
20250527,404,37.57390,126.82953,9.3,20.1,27.9,1412,13.6,0520,13.6,0520,27.9,1412,15.0,0521
20250527,405,37.52823,126.87937,22.8,20.8,26.9,1421,15.7,0444,15.7,0444,26.9,1421,16.7,0437
20250527,406,37.66557,127.03042,56.6,19.9,26.3,1553,13.4,0508,13.4,0508,26.3,1553,15.1,0521
20250527,407,37.62186,127.09192,25.3,19.7,28.2,1419,11.0,0515,11.0,0515,28.2,1419,13.4,0533
20250527,408,37.58463,127.06036,54.0,21.2,27.2,1457,15.2,0545,15.2,0545,27.2,1457,17.1,0548
20250527,409,37.58551,127.08682,39.1,21.6,27.9,1443,15.9,0525,15.9,0525,27.9,1443,17.5,0608
20250527,410,37.49330,126.91746,41.8,20.3,26.8,1536,14.0,0543,14.0,0543,26.8,1536,15.9,0316
20250527,411,37.55165,126.92915,100.7,20.1,26.3,1434,15.6,0513,15.6,0513,26.3,1434,15.9,0316
20250527,412,37.57047,126.94078,103.1,19.6,26.4,1354,13.3,0410,13.3,0410,26.4,1354,14.2,0527
20250527,413,37.53344,127.08601,29.9,21.5,27.7,1531,15.5,0551,15.5,0551,27.7,1531,17.2,0551
20250527,414,37.61134,126.99981,128.6,20.1,26.7,1515,13.8,0512,13.8,0512,26.7,1515,15.0,0535
20250527,415,37.51955,126.97629,31.7,21.3,27.3,1508,15.1,0557,15.1,0557,27.3,1508,17.1,0557
20250527,416,37.64647,126.94273,55.0,18.2,26.4,1444,9.6,0510,9.6,0510,26.4,1444,11.5,0533
20250527,417,37.46551,126.90016,45.0,20.7,26.9,1318,15.3,0529,15.3,0529,26.9,1318,16.7,0359
20250527,418,37.52489,126.93904,10.7,21.0,27.0,1434,15.9,0522,15.9,0522,27.0,1434,16.7,0525
20250527,419,37.55236,126.98736,267.1,19.9,27.0,1438,14.8,0516,14.8,0516,27.0,1438,14.9,0324
20250527,421,37.54721,127.03885,34.7,20.9,27.2,1505,15.4,0550,15.4,0550,27.2,1505,16.8,0319
20250527,423,37.49328,126.82629,56.1,20.1,26.8,1345,14.0,0525,14.0,0525,26.8,1345,15.9,0309
20250527,424,37.63801,127.00981,69.8,19.6,26.8,1516,12.5,0502,12.5,0502,26.8,1516,13.7,0448
20250527,425,37.46347,126.98154,113.0,18.9,26.6,1454,11.5,0537,11.5,0537,26.6,1454,13.3,0342
20250528,108,37.57142,126.96580,85.7,20.8,26.9,1528,16.3,0529,16.3,0529,26.9,1528,15.3,0540
20250528,400,37.49820,127.08162,12.7,21.2,27.9,1446,16.2,0429,16.2,0429,27.9,1446,15.5,0454
20250528,401,37.48462,127.02601,33.0,20.6,27.4,1510,14.9,0358,14.9,0358,27.4,1510,14.7,0500
20250528,402,37.55556,127.14498,55.3,20.5,27.9,1506,16.2,0512,16.2,0512,27.9,1506,14.4,0530
20250528,403,37.47426,127.12538,54.0,21.0,27.0,1521,16.2,0437,16.2,0437,27.0,1521,15.6,0505
20250528,404,37.57390,126.82953,9.3,20.2,27.9,1352,15.0,0521,15.0,0521,27.9,1352,14.9,0505
20250528,405,37.52823,126.87937,22.8,20.9,26.7,1434,16.7,0437,16.7,0437,26.7,1434,17.4,0448
20250528,406,37.66557,127.03042,56.6,19.9,26.3,1558,15.1,0521,15.1,0521,26.3,1558,14.3,0532
20250528,407,37.62186,127.09192,25.3,19.7,28.5,1509,13.4,0533,13.4,0533,28.5,1509,12.3,0459
20250528,408,37.58463,127.06036,54.0,21.2,27.5,1504,17.1,0548,17.1,0548,27.5,1504,15.9,0525
20250528,409,37.58551,127.08682,39.1,21.2,27.5,1506,17.5,0608,17.5,0608,27.5,1506,15.6,0518
20250528,410,37.49330,126.91746,41.8,20.4,26.7,1510,15.9,0316,15.9,0316,26.7,1510,16.2,0532
20250528,411,37.55165,126.92915,100.7,20.1,25.7,1455,15.9,0316,15.9,0316,25.7,1455,15.6,0536
20250528,412,37.57047,126.94078,103.1,19.5,26.5,1338,14.2,0527,14.2,0527,26.5,1338,14.6,0514
20250528,413,37.53344,127.08601,29.9,21.1,27.7,1423,17.2,0551,17.2,0551,27.7,1423,15.3,0517
20250528,414,37.61134,126.99981,128.6,20.0,26.5,1439,15.0,0535,15.0,0535,26.5,1439,14.7,0504
20250528,415,37.51955,126.97629,31.7,21.4,27.4,1544,17.1,0557,17.1,0557,27.4,1544,16.6,0529
20250528,416,37.64647,126.94273,55.0,18.3,26.8,1506,11.5,0533,11.5,0533,26.8,1506,11.8,0434
20250528,417,37.46551,126.90016,45.0,21.1,27.3,1440,16.7,0359,16.7,0359,27.3,1440,17.0,0518
20250528,418,37.52489,126.93904,10.7,21.0,27.0,1550,16.7,0525,16.7,0525,27.0,1550,17.4,0611
20250528,419,37.55236,126.98736,267.1,19.8,27.3,1505,14.9,0324,14.9,0324,27.3,1505,14.8,0608
20250528,421,37.54721,127.03885,34.7,21.0,27.1,1524,16.8,0319,16.8,0319,27.1,1524,16.0,0443
20250528,423,37.49328,126.82629,56.1,20.7,27.6,1509,15.9,0309,15.9,0309,27.6,1509,15.4,0539
20250528,424,37.63801,127.00981,69.8,19.4,26.9,1529,13.7,0448,13.7,0448,26.9,1529,13.3,0512
20250528,425,37.46347,126.98154,113.0,18.7,26.2,1505,13.3,0342,13.3,0342,26.2,1505,13.4,0453
20250529,108,37.57142,126.96580,85.7,21.2,27.3,1557,15.3,0540,15.3,0540,27.3,1557,16.7,0605
20250529,400,37.49820,127.08162,12.7,20.5,28.2,1549,15.5,0454,15.5,0454,28.2,1549,14.8,0523
20250529,401,37.48462,127.02601,33.0,20.6,28.0,1434,14.7,0500,14.7,0500,28.0,1434,14.2,0431
20250529,402,37.55556,127.14498,55.3,21.0,27.4,1452,14.4,0530,14.4,0530,27.4,1452,16.0,0516
20250529,403,37.47426,127.12538,54.0,21.3,27.4,1413,15.6,0505,15.6,0505,27.4,1413,16.0,0518
20250529,404,37.57390,126.82953,9.3,21.5,28.4,1500,14.9,0505,14.9,0505,28.4,1500,15.4,0544
20250529,405,37.52823,126.87937,22.8,21.7,26.8,1617,17.4,0448,17.4,0448,26.8,1617,17.3,0604
20250529,406,37.66557,127.03042,56.6,20.8,26.7,1459,14.3,0532,14.3,0532,26.7,1459,15.4,0531
20250529,407,37.62186,127.09192,25.3,20.5,28.1,1633,12.3,0459,12.3,0459,28.1,1633,12.9,0505
20250529,408,37.58463,127.06036,54.0,21.9,27.6,1528,15.9,0525,15.9,0525,27.6,1528,17.4,0549
20250529,409,37.58551,127.08682,39.1,22.1,28.1,1500,15.6,0518,15.6,0518,28.1,1500,17.2,0543
20250529,410,37.49330,126.91746,41.8,21.3,26.8,1449,16.2,0532,16.2,0532,26.8,1449,16.4,0534
20250529,411,37.55165,126.92915,100.7,20.7,26.1,1422,15.6,0536,15.6,0536,26.1,1422,17.0,0546
20250529,412,37.57047,126.94078,103.1,20.1,26.7,1423,14.6,0514,14.6,0514,26.7,1423,15.1,0524
20250529,413,37.53344,127.08601,29.9,21.7,28.0,1531,15.3,0517,15.3,0517,28.0,1531,17.2,0540
20250529,414,37.61134,126.99981,128.6,20.7,27.2,1549,14.7,0504,14.7,0504,27.2,1549,16.1,0510
20250529,415,37.51955,126.97629,31.7,21.9,27.8,1559,16.6,0529,16.6,0529,27.8,1559,17.1,0525
20250529,416,37.64647,126.94273,55.0,19.1,27.0,1611,11.8,0434,11.8,0434,27.0,1611,11.9,0522
20250529,417,37.46551,126.90016,45.0,22.0,27.7,1402,17.0,0518,17.0,0518,27.7,1402,16.9,0528
20250529,418,37.52489,126.93904,10.7,21.8,26.3,1657,17.4,0611,17.4,0611,26.3,1657,17.0,0523
20250529,419,37.55236,126.98736,267.1,20.1,26.8,1556,14.8,0608,14.8,0608,26.8,1556,16.3,0627
20250529,421,37.54721,127.03885,34.7,21.6,29.8,1515,16.0,0443,16.0,0443,29.8,1515,17.1,0423
20250529,423,37.49328,126.82629,56.1,21.4,28.1,1302,15.4,0539,15.4,0539,28.1,1302,15.5,0537
20250529,424,37.63801,127.00981,69.8,20.4,27.2,1537,13.3,0512,13.3,0512,27.2,1537,14.3,0508
20250529,425,37.46347,126.98154,113.0,19.4,26.7,1542,13.4,0453,13.4,0453,26.7,1542,13.8,0424
20250530,108,37.57142,126.96580,85.7,22.2,28.3,1535,16.7,0605,16.7,0605,28.3,1535,16.4,0528
20250530,400,37.49820,127.08162,12.7,21.9,28.8,1522,14.8,0523,14.8,0523,28.8,1522,16.7,0445
20250530,401,37.48462,127.02601,33.0,21.3,28.5,1537,14.2,0431,14.2,0431,28.5,1537,15.1,0447
20250530,402,37.55556,127.14498,55.3,21.5,27.5,1247,16.0,0516,16.0,0516,27.5,1247,15.4,0507
20250530,403,37.47426,127.12538,54.0,22.0,27.9,1547,16.0,0518,16.0,0518,27.9,1547,16.7,0527
20250530,404,37.57390,126.82953,9.3,21.6,29.1,1533,15.4,0544,15.4,0544,29.1,1533,16.1,0408
20250530,405,37.52823,126.87937,22.8,22.3,28.3,1555,17.3,0604,17.3,0604,28.3,1555,17.8,0530
20250530,406,37.66557,127.03042,56.6,21.2,27.5,1617,15.4,0531,15.4,0531,27.5,1617,14.8,0525
20250530,407,37.62186,127.09192,25.3,20.2,28.9,1449,12.9,0505,12.9,0505,28.9,1449,11.5,0523
20250530,408,37.58463,127.06036,54.0,22.6,28.7,1428,17.4,0549,17.4,0549,28.7,1428,17.5,0509
20250530,409,37.58551,127.08682,39.1,22.6,28.2,1411,17.2,0543,17.2,0543,28.2,1411,17.3,0537
20250530,410,37.49330,126.91746,41.8,21.9,28.0,1458,16.4,0534,16.4,0534,28.0,1458,16.8,0532
20250530,411,37.55165,126.92915,100.7,21.9,27.2,1644,17.0,0546,17.0,0546,27.2,1644,17.0,0542
20250530,412,37.57047,126.94078,103.1,20.6,27.1,1540,15.1,0524,15.1,0524,27.1,1540,15.4,0523
20250530,413,37.53344,127.08601,29.9,22.8,29.1,1405,17.2,0540,17.2,0540,29.1,1405,17.3,0452
20250530,414,37.61134,126.99981,128.6,21.6,28.3,1514,16.1,0510,16.1,0510,28.3,1514,16.2,0507
20250530,415,37.51955,126.97629,31.7,22.7,28.5,1740,17.1,0525,17.1,0525,28.5,1740,18.0,0516
20250530,416,37.64647,126.94273,55.0,19.4,27.9,1553,11.9,0522,11.9,0522,27.9,1553,11.9,0521
20250530,417,37.46551,126.90016,45.0,22.2,28.4,1353,16.9,0528,16.9,0528,28.4,1353,17.7,0428
20250530,418,37.52489,126.93904,10.7,22.1,28.4,1746,17.0,0523,17.0,0523,28.4,1746,17.8,0512
20250530,419,37.55236,126.98736,267.1,21.1,27.3,1334,16.3,0627,16.3,0627,27.3,1334,16.3,0544
20250530,421,37.54721,127.03885,34.7,22.2,28.2,1509,17.1,0423,17.1,0423,28.2,1509,17.0,0531
20250530,423,37.49328,126.82629,56.1,22.1,29.0,1332,15.5,0537,15.5,0537,29.0,1332,16.1,0541
20250530,424,37.63801,127.00981,69.8,20.8,28.2,1542,14.3,0508,14.3,0508,28.2,1542,14.2,0502
20250530,425,37.46347,126.98154,113.0,19.9,28.0,1511,13.8,0424,13.8,0424,28.0,1511,13.6,0425
20250531,108,37.57142,126.96580,85.7,21.5,27.0,1517,16.4,0528,16.4,0528,27.0,1517,17.0,0550
20250531,400,37.49820,127.08162,12.7,22.0,28.5,1612,16.7,0445,16.7,0445,28.5,1612,16.3,0544
